Rk,Season,Team,G,W,L,W/L%,Pace,ORtg,DRtg,eFG%,TS%,TOV%,ORB%,DRB%,FTr,opp_eFG%,opp_TS%,opp_TOV%,opp_ORB%,opp_DRB%,opp_FTr
1392,2019-20,Eastern Michigan,32,16,16,0.5,68.1,95.4,94.1,0.479,0.509,18.3,27.8,69.6,0.419,0.492,0.52,21.4,30.4,72.2,0.295
1393,2023-24,Eastern Kentucky,31,17,14,0.548,71.8,112.0,106.0,0.521,0.546,13.4,34.9,69.2,0.315,0.491,0.526,13.4,30.8,65.1,0.288
1394,2022-23,Eastern Kentucky,37,23,14,0.622,72.0,107.3,100.4,0.505,0.525,13.8,34.1,71.0,0.241,0.498,0.529,17.3,29.0,65.9,0.257
1395,2021-22,Eastern Kentucky,31,13,18,0.419,73.0,106.5,100.8,0.503,0.525,13.3,29.7,69.3,0.213,0.532,0.557,20.6,30.7,70.3,0.279
1396,2020-21,Eastern Kentucky,29,22,7,0.759,76.2,105.6,95.1,0.519,0.544,14.6,26.7,70.4,0.255,0.502,0.536,21.8,29.6,73.3,0.315
1397,2019-20,Eastern Kentucky,33,16,17,0.485,76.2,98.0,99.0,0.476,0.513,16.1,25.7,67.0,0.319,0.507,0.545,20.9,33.0,74.3,0.356
1398,2023-24,Eastern Illinois,32,14,18,0.438,68.2,101.0,99.5,0.467,0.501,13.1,29.0,73.7,0.267,0.505,0.541,18.4,26.3,71.0,0.352
1399,2022-23,Eastern Illinois,31,9,22,0.29,70.7,96.9,101.5,0.488,0.513,16.8,25.8,68.7,0.329,0.507,0.537,18.0,31.3,74.2,0.321
1400,2021-22,Eastern Illinois,31,5,26,0.161,66.6,84.6,106.8,0.457,0.485,21.6,21.7,66.7,0.315,0.529,0.549,16.1,33.3,78.3,0.241
1401,2020-21,Eastern Illinois,27,9,18,0.333,70.2,97.6,105.3,0.493,0.515,17.4,28.7,70.5,0.257,0.519,0.551,16.4,29.5,71.3,0.31
1402,2019-20,Eastern Illinois,32,17,15,0.531,70.9,104.0,96.8,0.513,0.536,15.3,29.2,72.0,0.298,0.481,0.521,18.7,28.0,70.8,0.332
1403,2023-24,East Tennessee State,35,19,16,0.543,68.8,103.5,100.7,0.47,0.505,14.9,35.1,70.8,0.343,0.495,0.529,16.9,29.2,64.9,0.364
1404,2022-23,East Tennessee State,32,12,20,0.375,66.7,103.2,103.1,0.509,0.533,16.8,31.5,70.9,0.301,0.505,0.535,15.9,29.1,68.5,0.265
1405,2021-22,East Tennessee State,32,15,17,0.469,66.6,107.8,109.3,0.517,0.541,14.5,31.3,69.0,0.229,0.527,0.552,14.6,31.0,68.8,0.256
1406,2020-21,East Tennessee State,25,13,12,0.52,67.6,102.2,97.4,0.509,0.537,17.3,29.7,74.3,0.299,0.495,0.525,17.9,25.7,70.3,0.313
1407,2019-20,East Tennessee State,34,30,4,0.882,68.2,111.9,92.6,0.542,0.57,15.3,32.7,74.2,0.368,0.483,0.516,20.4,25.8,67.3,0.323
1408,2023-24,East Carolina,33,15,18,0.455,65.8,104.5,106.0,0.479,0.515,13.9,32.9,69.2,0.352,0.512,0.549,16.4,30.8,67.1,0.32
1409,2022-23,East Carolina,33,16,17,0.485,68.6,100.4,102.8,0.471,0.509,16.3,33.0,71.1,0.371,0.492,0.528,15.1,28.9,67.0,0.331
1410,2021-22,East Carolina,30,15,15,0.5,68.9,99.0,102.2,0.471,0.516,16.3,27.5,71.7,0.335,0.505,0.534,16.2,28.3,72.5,0.31
1411,2020-21,East Carolina,19,8,11,0.421,68.9,96.3,97.9,0.46,0.501,15.9,27.2,72.7,0.331,0.492,0.531,18.5,27.3,72.8,0.376
1412,2019-20,East Carolina,31,11,20,0.355,70.7,95.6,101.3,0.467,0.511,17.1,27.3,73.4,0.368,0.501,0.533,16.4,26.6,72.7,0.402
1413,2023-24,Duquesne,37,25,12,0.676,66.9,105.5,99.7,0.503,0.536,15.1,30.5,70.1,0.323,0.483,0.52,17.0,29.9,69.5,0.346
1414,2022-23,Duquesne,33,20,13,0.606,69.3,108.0,102.8,0.511,0.535,14.6,33.4,66.9,0.264,0.505,0.537,17.8,33.1,66.6,0.351
1415,2021-22,Duquesne,30,6,24,0.2,66.9,95.9,108.0,0.454,0.481,14.5,29.3,68.6,0.219,0.54,0.559,16.4,31.4,70.7,0.219
1416,2020-21,Duquesne,18,9,9,0.5,68.4,97.9,98.2,0.476,0.504,16.7,31.0,69.9,0.316,0.473,0.511,16.9,30.1,69.0,0.355
1417,2019-20,Duquesne,30,21,9,0.7,67.8,104.2,96.8,0.512,0.542,16.0,29.2,69.8,0.328,0.48,0.506,17.4,30.2,70.8,0.292
1418,2023-24,Duke,36,27,9,0.75,67.1,117.1,98.8,0.546,0.576,12.4,32.1,74.1,0.343,0.485,0.512,14.9,25.9,67.9,0.281
1419,2022-23,Duke,36,27,9,0.75,65.5,109.5,96.8,0.511,0.548,15.4,35.9,74.0,0.299,0.46,0.495,14.5,26.0,64.1,0.237
1420,2021-22,Duke,39,32,7,0.821,68.2,117.0,99.1,0.557,0.583,13.0,31.6,71.0,0.286,0.471,0.492,13.5,29.0,68.4,0.19
1421,2020-21,Duke,24,13,11,0.542,69.1,108.8,102.1,0.536,0.555,15.7,32.0,71.1,0.234,0.513,0.543,17.4,28.9,68.0,0.319
1422,2019-20,Duke,31,25,6,0.806,72.9,111.4,91.8,0.526,0.559,15.2,34.8,72.0,0.356,0.457,0.489,17.7,28.0,65.2,0.309
1423,2023-24,Drexel,32,20,12,0.625,65.7,110.4,100.2,0.514,0.544,13.8,33.9,75.9,0.3,0.474,0.504,12.0,24.1,66.1,0.267
1424,2022-23,Drexel,32,17,15,0.531,64.0,102.2,95.6,0.495,0.522,15.4,30.2,73.1,0.294,0.472,0.5,16.1,26.9,69.8,0.24
1425,2021-22,Drexel,29,15,14,0.517,68.0,106.1,102.4,0.525,0.549,14.1,25.3,74.4,0.253,0.504,0.529,14.2,25.6,74.7,0.259
1426,2020-21,Drexel,20,12,8,0.6,66.0,106.5,102.1,0.533,0.566,17.1,28.4,76.1,0.273,0.501,0.533,14.2,23.9,71.6,0.264
1427,2019-20,Drexel,33,14,19,0.424,67.9,100.3,103.3,0.506,0.534,18.6,30.4,73.4,0.285,0.497,0.534,14.5,26.6,69.6,0.291
1428,2023-24,Drake,35,28,7,0.8,68.4,113.9,100.3,0.549,0.582,12.3,24.2,77.1,0.328,0.507,0.537,15.8,22.9,75.8,0.309
1429,2022-23,Drake,35,27,8,0.771,67.0,109.2,93.3,0.537,0.569,13.8,24.3,77.8,0.279,0.464,0.495,15.7,22.2,75.7,0.27
1430,2021-22,Drake,36,25,11,0.694,66.4,109.0,97.9,0.52,0.552,13.9,29.5,75.0,0.28,0.492,0.529,17.4,25.0,70.5,0.328
1431,2020-21,Drake,31,26,5,0.839,66.8,112.8,95.8,0.542,0.563,13.3,31.1,75.1,0.239,0.478,0.512,16.7,24.9,68.9,0.288
1432,2019-20,Drake,34,20,14,0.588,68.0,101.6,99.1,0.524,0.553,17.0,23.5,77.7,0.305,0.496,0.531,16.1,22.3,76.5,0.295
1433,2021-22,Dixie State,31,13,18,0.419,73.9,97.6,99.8,0.485,0.517,17.7,28.3,72.5,0.346,0.494,0.522,16.2,27.5,71.7,0.29
1434,2020-21,Dixie State,21,8,13,0.381,74.0,94.0,103.1,0.471,0.511,18.3,25.3,68.7,0.348,0.508,0.535,17.0,31.3,74.7,0.349
1435,2023-24,Detroit Mercy,32,1,31,0.031,68.0,96.2,117.0,0.473,0.511,17.1,26.1,64.6,0.303,0.559,0.594,14.9,35.4,73.9,0.319
1436,2022-23,Detroit Mercy,33,14,19,0.424,67.8,112.1,110.3,0.516,0.551,14.5,35.9,70.6,0.281,0.534,0.566,14.9,29.4,64.1,0.29
1437,2021-22,Detroit Mercy,30,14,16,0.467,65.8,107.5,107.2,0.53,0.558,15.5,27.9,70.6,0.229,0.538,0.564,16.8,29.4,72.1,0.299
1438,2020-21,Detroit Mercy,22,12,10,0.545,68.2,111.5,107.8,0.551,0.582,14.9,26.9,71.1,0.253,0.541,0.561,16.1,28.9,73.1,0.224
1439,2019-20,Detroit Mercy,31,8,23,0.258,70.6,99.0,110.2,0.462,0.51,16.5,30.8,69.5,0.321,0.531,0.561,14.8,30.5,69.2,0.318
1440,2023-24,DePaul,32,3,29,0.094,68.4,94.7,119.6,0.481,0.521,18.0,22.0,67.7,0.335,0.565,0.592,12.6,32.3,78.0,0.284
1441,2022-23,DePaul,33,10,23,0.303,69.8,100.4,109.0,0.497,0.53,16.1,25.8,65.9,0.276,0.516,0.55,15.2,34.1,74.2,0.357
1442,2021-22,DePaul,31,15,16,0.484,70.4,103.7,102.2,0.488,0.521,14.8,31.7,71.5,0.334,0.488,0.521,14.6,28.5,68.3,0.26
1443,2020-21,DePaul,19,5,14,0.263,70.6,91.9,100.5,0.461,0.487,18.9,31.8,68.4,0.237,0.48,0.519,17.2,31.6,68.2,0.353
1444,2019-20,DePaul,32,16,16,0.5,71.7,97.8,98.3,0.484,0.512,17.5,30.9,70.2,0.333,0.485,0.527,19.2,29.8,69.1,0.352
1445,2023-24,Denver,34,17,17,0.5,71.1,111.9,111.2,0.52,0.557,12.1,27.8,71.3,0.37,0.528,0.56,12.9,28.7,72.2,0.308
1446,2022-23,Denver,32,15,17,0.469,69.1,103.6,107.0,0.529,0.566,18.9,29.8,72.8,0.416,0.514,0.546,14.0,27.2,70.2,0.27
1447,2021-22,Denver,32,11,21,0.344,68.5,101.7,107.3,0.526,0.553,16.9,23.2,72.3,0.318,0.519,0.553,14.8,27.7,76.8,0.318
1448,2020-21,Denver,21,2,19,0.095,71.3,96.7,109.6,0.503,0.539,18.6,22.1,73.7,0.34,0.551,0.593,16.9,26.3,77.9,0.408
1449,2019-20,Denver,31,7,24,0.226,71.6,95.4,105.5,0.491,0.525,17.4,20.8,75.2,0.362,0.517,0.56,15.8,24.8,79.2,0.379
1450,2023-24,Delaware State,34,15,19,0.441,70.2,98.7,99.3,0.474,0.516,17.8,33.6,69.9,0.391,0.507,0.542,19.2,30.1,66.4,0.346
1451,2022-23,Delaware State,30,6,24,0.2,69.6,92.1,107.6,0.463,0.495,19.7,30.7,71.7,0.286,0.55,0.578,17.8,28.3,69.3,0.381
1452,2021-22,Delaware State,28,2,26,0.071,71.0,88.0,103.1,0.458,0.49,21.4,27.4,66.9,0.306,0.498,0.531,17.0,33.1,72.6,0.328
1453,2020-21,Delaware State,19,3,16,0.158,77.1,91.2,110.4,0.46,0.497,19.2,26.9,68.0,0.302,0.536,0.572,16.4,32.0,73.1,0.43
1454,2019-20,Delaware State,32,6,26,0.188,76.3,95.6,108.0,0.473,0.507,17.4,26.4,70.3,0.33,0.537,0.573,16.9,29.7,73.6,0.429
1455,2023-24,Delaware,33,19,14,0.576,67.7,107.8,102.5,0.524,0.551,14.0,27.6,72.1,0.3,0.482,0.512,12.9,27.9,72.4,0.269
1456,2022-23,Delaware,33,17,16,0.515,67.4,102.6,104.2,0.498,0.534,14.8,25.3,70.4,0.331,0.513,0.543,16.4,29.6,74.7,0.29
1457,2021-22,Delaware,35,22,13,0.629,68.0,107.2,102.5,0.536,0.57,16.3,26.9,69.7,0.339,0.493,0.529,16.0,30.3,73.1,0.283
1458,2020-21,Delaware,15,7,8,0.467,67.8,99.7,99.6,0.505,0.542,18.7,26.9,74.1,0.375,0.481,0.516,14.9,25.9,73.1,0.307
1459,2019-20,Delaware,33,22,11,0.667,68.6,107.9,102.6,0.549,0.582,16.7,24.5,73.3,0.316,0.495,0.532,15.0,26.7,75.5,0.293
1460,2023-24,Dayton,33,25,8,0.758,64.8,114.1,102.2,0.563,0.595,14.3,26.3,71.4,0.367,0.483,0.51,13.7,28.6,73.7,0.219
1461,2022-23,Dayton,34,22,12,0.647,63.6,107.2,95.3,0.53,0.56,16.5,30.8,73.0,0.355,0.45,0.48,14.0,27.0,69.2,0.239
1462,2021-22,Dayton,35,24,11,0.686,64.4,107.1,94.7,0.539,0.562,16.7,30.1,76.5,0.305,0.469,0.498,15.2,23.5,69.9,0.237
1463,2020-21,Dayton,24,14,10,0.583,66.2,102.7,99.8,0.555,0.582,19.4,23.0,71.0,0.337,0.485,0.505,15.0,29.0,77.0,0.263
1464,2019-20,Dayton,31,29,2,0.935,67.9,116.4,93.9,0.597,0.619,15.8,26.4,73.4,0.339,0.466,0.493,16.5,26.6,73.6,0.309
1465,2023-24,Davidson,32,15,17,0.469,65.9,104.7,101.5,0.496,0.533,13.9,26.5,72.5,0.331,0.493,0.524,15.3,27.5,73.5,0.323
1466,2022-23,Davidson,32,16,16,0.5,66.1,104.4,102.6,0.503,0.543,14.4,24.8,72.1,0.339,0.503,0.53,15.2,27.9,75.2,0.264
1467,2021-22,Davidson,34,27,7,0.794,66.1,113.8,99.5,0.561,0.591,13.3,23.8,78.0,0.316,0.492,0.525,15.0,22.0,76.2,0.276
1468,2020-21,Davidson,22,13,9,0.591,63.6,112.3,100.3,0.561,0.579,14.7,28.2,78.1,0.26,0.496,0.528,14.7,21.9,71.8,0.287
1469,2019-20,Davidson,30,16,14,0.533,65.4,108.5,100.7,0.534,0.569,14.7,24.7,75.2,0.315,0.494,0.528,15.2,24.8,75.3,0.327
1470,2023-24,Dartmouth,27,6,21,0.222,66.3,93.3,108.4,0.477,0.507,17.3,21.8,76.0,0.292,0.531,0.552,12.5,24.0,78.2,0.23
1471,2022-23,Dartmouth,28,10,18,0.357,70.8,99.4,100.9,0.512,0.54,17.9,24.2,74.5,0.292,0.499,0.532,15.4,25.5,75.8,0.299
1472,2021-22,Dartmouth,25,9,16,0.36,66.8,100.8,100.5,0.493,0.526,15.0,23.9,73.7,0.241,0.511,0.539,17.2,26.3,76.1,0.28
1473,2019-20,Dartmouth,29,12,17,0.414,66.6,97.2,96.1,0.506,0.53,16.5,20.7,79.2,0.274,0.486,0.508,14.9,20.8,79.3,0.287
1474,2023-24,Creighton,35,25,10,0.714,67.6,116.2,100.9,0.573,0.6,13.7,26.1,75.1,0.247,0.463,0.489,9.6,24.9,73.9,0.16
1475,2022-23,Creighton,37,24,13,0.649,69.3,109.6,98.1,0.542,0.576,14.9,25.3,76.5,0.284,0.471,0.496,12.3,23.5,74.7,0.197
1476,2021-22,Creighton,35,23,12,0.657,68.1,100.5,96.4,0.506,0.537,17.9,28.4,71.4,0.267,0.449,0.478,13.3,28.6,71.6,0.208
1477,2020-21,Creighton,31,22,9,0.71,69.6,108.3,97.3,0.55,0.564,14.0,24.3,72.0,0.257,0.47,0.499,15.5,28.0,75.7,0.255
1478,2019-20,Creighton,31,24,7,0.774,70.0,111.5,99.3,0.553,0.58,13.9,23.6,70.4,0.29,0.48,0.505,15.2,29.6,76.4,0.23
1479,2023-24,Cornell,30,22,8,0.733,71.9,114.2,103.9,0.572,0.594,15.0,28.4,69.1,0.273,0.51,0.532,16.0,30.9,71.6,0.32
1480,2022-23,Cornell,28,17,11,0.607,72.5,112.1,104.4,0.556,0.58,15.0,29.5,71.4,0.282,0.541,0.567,19.2,28.6,70.5,0.299
1481,2021-22,Cornell,26,15,11,0.577,73.5,107.2,101.0,0.546,0.571,17.0,28.0,72.8,0.303,0.5,0.526,16.2,27.2,72.0,0.295
1482,2019-20,Cornell,27,7,20,0.259,66.2,100.3,105.5,0.504,0.531,15.4,24.8,71.0,0.269,0.517,0.548,16.3,29.0,75.2,0.311
1483,2023-24,Coppin State,29,2,27,0.069,67.4,85.1,107.2,0.421,0.465,20.1,27.0,61.4,0.311,0.513,0.554,18.4,38.6,73.0,0.383
1484,2022-23,Coppin State,32,9,23,0.281,73.1,97.0,112.0,0.51,0.547,18.5,18.6,64.3,0.372,0.532,0.564,15.7,35.7,81.4,0.342
1485,2021-22,Coppin State,32,9,23,0.281,74.4,90.0,100.4,0.46,0.497,17.6,20.1,68.0,0.346,0.493,0.523,18.1,32.0,79.9,0.281
1486,2020-21,Coppin State,22,9,13,0.409,79.3,91.8,99.7,0.486,0.515,18.3,18.5,67.5,0.438,0.479,0.512,17.4,32.5,81.5,0.27
1487,2019-20,Coppin State,31,11,20,0.355,74.4,90.7,98.9,0.459,0.487,17.1,23.4,71.3,0.327,0.485,0.515,17.0,28.7,76.6,0.302
1488,2023-24,Connecticut,40,37,3,0.925,66.0,123.3,96.0,0.569,0.597,12.3,36.7,73.3,0.319,0.444,0.485,13.9,26.7,63.3,0.311
1489,2022-23,Connecticut,39,31,8,0.795,68.4,114.9,93.8,0.539,0.573,15.8,38.4,74.0,0.308,0.444,0.494,16.3,26.0,61.6,0.378
1490,2021-22,Connecticut,33,23,10,0.697,66.8,109.9,95.9,0.496,0.534,14.4,37.7,72.4,0.305,0.46,0.495,15.6,27.6,62.3,0.317
1491,2020-21,Connecticut,23,15,8,0.652,66.2,107.8,97.0,0.49,0.522,14.5,37.0,70.9,0.29,0.467,0.509,17.0,29.1,63.0,0.368
1492,2019-20,Connecticut,31,19,12,0.613,69.0,102.3,94.1,0.478,0.521,16.8,34.1,70.6,0.346,0.464,0.508,19.1,29.4,65.9,0.346
1493,2023-24,Columbia,27,13,14,0.481,70.0,110.0,103.6,0.541,0.57,15.3,29.5,72.2,0.299,0.509,0.537,15.6,27.8,70.5,0.269
1494,2022-23,Columbia,29,7,22,0.241,70.6,95.2,106.4,0.468,0.502,17.0,27.0,67.1,0.282,0.516,0.541,15.7,32.9,73.0,0.278
1495,2021-22,Columbia,26,4,22,0.154,71.0,94.5,110.5,0.49,0.509,18.7,27.3,72.1,0.263,0.545,0.57,14.7,27.9,72.7,0.249
1496,2019-20,Columbia,30,6,24,0.2,69.6,94.0,103.1,0.465,0.494,14.3,20.4,75.0,0.224,0.516,0.536,14.4,25.0,79.6,0.249
1497,2023-24,Colorado State,36,25,11,0.694,66.7,111.9,100.2,0.549,0.581,13.9,25.0,73.4,0.317,0.48,0.519,15.1,26.6,75.0,0.314
1498,2022-23,Colorado State,33,15,18,0.455,66.3,107.9,106.3,0.558,0.586,15.3,19.9,73.0,0.296,0.524,0.555,15.9,27.0,80.1,0.296
1499,2021-22,Colorado State,31,25,6,0.806,66.0,110.4,99.3,0.551,0.583,13.8,22.1,75.1,0.296,0.501,0.528,16.6,24.9,77.9,0.255
1500,2020-21,Colorado State,28,20,8,0.714,69.5,106.4,96.1,0.542,0.582,17.5,24.1,73.2,0.335,0.49,0.51,17.4,26.8,75.9,0.263
1501,2019-20,Colorado State,32,20,12,0.625,69.7,106.8,101.9,0.541,0.569,16.4,26.5,76.2,0.39,0.516,0.541,15.9,23.8,73.5,0.239
1502,2023-24,Colorado,37,26,11,0.703,69.0,113.8,102.9,0.554,0.593,15.9,31.9,75.2,0.351,0.497,0.526,13.4,24.8,68.1,0.273
1503,2022-23,Colorado,35,18,17,0.514,69.6,100.4,96.4,0.49,0.52,16.4,30.8,74.9,0.299,0.48,0.515,17.1,25.1,69.2,0.314
1504,2021-22,Colorado,33,21,12,0.636,68.4,103.2,97.9,0.504,0.545,17.2,30.0,75.6,0.347,0.481,0.513,15.5,24.4,70.0,0.27
1505,2020-21,Colorado,32,23,9,0.719,66.5,109.9,95.9,0.524,0.565,15.0,30.6,74.8,0.295,0.479,0.514,17.5,25.2,69.4,0.291
1506,2019-20,Colorado,32,21,11,0.656,68.2,103.2,93.6,0.505,0.544,16.8,30.2,76.3,0.362,0.469,0.5,17.0,23.7,69.8,0.261
1507,2023-24,College of Charleston,35,27,8,0.771,70.4,114.6,104.2,0.522,0.55,11.9,33.6,74.1,0.275,0.508,0.536,14.4,25.9,66.4,0.288
1508,2022-23,College of Charleston,35,31,4,0.886,70.7,112.5,94.4,0.515,0.551,14.1,35.2,74.6,0.328,0.48,0.505,17.1,25.4,64.8,0.248
1509,2021-22,College of Charleston,32,17,15,0.531,74.3,104.5,102.1,0.503,0.536,17.6,35.9,75.0,0.304,0.512,0.55,17.1,25.0,64.1,0.376
1510,2020-21,College of Charleston,19,9,10,0.474,64.7,106.3,105.3,0.525,0.552,14.0,24.7,74.2,0.292,0.517,0.55,15.5,25.8,75.3,0.329
1511,2019-20,College of Charleston,31,17,14,0.548,66.9,105.0,101.7,0.509,0.548,14.4,22.9,70.8,0.328,0.487,0.525,15.7,29.2,77.1,0.317
1512,2023-24,Colgate,35,25,10,0.714,66.4,107.5,96.5,0.538,0.559,14.1,25.3,75.5,0.273,0.475,0.498,14.9,24.5,74.7,0.24
1513,2022-23,Colgate,35,26,9,0.743,68.2,114.5,101.7,0.581,0.594,13.4,25.5,75.8,0.269,0.521,0.539,16.1,24.2,74.5,0.199
1514,2021-22,Colgate,35,23,12,0.657,67.6,111.4,98.9,0.559,0.579,14.8,26.6,74.9,0.262,0.484,0.507,14.1,25.1,73.4,0.241
1515,2020-21,Colgate,16,14,2,0.875,72.7,116.3,95.0,0.566,0.591,13.0,27.6,74.9,0.309,0.458,0.487,14.3,25.1,72.4,0.263
1516,2019-20,Colgate,34,25,9,0.735,68.8,110.3,98.6,0.531,0.557,13.7,28.0,73.9,0.246,0.494,0.514,15.5,26.1,72.0,0.243
1517,2023-24,Coastal Carolina,31,9,22,0.29,71.5,102.0,108.9,0.498,0.525,16.2,30.9,70.1,0.328,0.496,0.524,11.2,29.9,69.1,0.296
1518,2022-23,Coastal Carolina,31,11,20,0.355,69.1,105.3,106.2,0.493,0.533,15.1,31.6,70.1,0.284,0.507,0.536,14.3,29.9,68.4,0.275
1519,2021-22,Coastal Carolina,33,19,14,0.576,67.6,106.6,95.6,0.513,0.541,16.4,34.2,71.9,0.307,0.458,0.487,15.4,28.1,65.8,0.241
1520,2020-21,Coastal Carolina,26,18,8,0.692,72.3,108.9,93.4,0.525,0.556,17.5,36.9,74.2,0.332,0.46,0.491,16.7,25.8,63.1,0.288
1521,2019-20,Coastal Carolina,33,16,17,0.485,74.0,105.4,103.2,0.51,0.545,18.3,35.9,72.2,0.345,0.498,0.544,16.5,27.8,64.1,0.445
1522,2023-24,Cleveland State,36,21,15,0.583,68.6,109.2,105.4,0.499,0.526,12.5,33.7,65.7,0.317,0.511,0.545,17.1,34.3,66.3,0.367
1523,2022-23,Cleveland State,35,21,14,0.6,66.5,106.1,101.6,0.496,0.523,14.5,35.1,64.9,0.291,0.484,0.52,17.4,35.1,64.9,0.302
1524,2021-22,Cleveland State,31,20,11,0.645,68.7,107.5,99.8,0.534,0.559,16.7,33.8,68.9,0.362,0.49,0.531,18.9,31.1,66.2,0.333
1525,2020-21,Cleveland State,27,19,8,0.704,67.6,102.6,103.0,0.505,0.532,16.2,30.5,67.8,0.325,0.49,0.532,17.1,32.2,69.5,0.376
1526,2019-20,Cleveland State,32,11,21,0.344,68.9,92.4,103.4,0.45,0.489,18.8,32.0,66.9,0.388,0.494,0.536,17.6,33.1,68.0,0.4
1527,2023-24,Clemson,36,24,12,0.667,67.8,113.4,104.3,0.539,0.575,13.0,27.2,73.4,0.307,0.482,0.52,12.1,26.6,72.8,0.321
1528,2022-23,Clemson,34,23,11,0.676,68.1,109.0,99.0,0.541,0.577,14.6,23.4,75.7,0.305,0.473,0.511,14.5,24.3,76.6,0.307
1529,2021-22,Clemson,33,17,16,0.515,66.6,106.8,102.0,0.524,0.555,14.6,25.8,75.9,0.298,0.497,0.534,15.1,24.1,74.2,0.291
1530,2020-21,Clemson,24,16,8,0.667,64.9,99.5,94.9,0.5,0.53,17.1,26.4,73.1,0.232,0.487,0.516,19.0,26.9,73.6,0.289
1531,2019-20,Clemson,31,16,15,0.516,66.6,98.7,95.2,0.501,0.528,16.5,23.3,75.5,0.289,0.483,0.515,17.8,24.5,76.7,0.287
1532,2023-24,Cincinnati,37,22,15,0.595,68.4,107.8,98.4,0.503,0.529,14.6,36.3,74.7,0.276,0.477,0.516,15.4,25.3,63.7,0.291
1533,2022-23,Cincinnati,36,23,13,0.639,69.9,109.6,98.5,0.517,0.542,13.0,30.9,72.9,0.26,0.476,0.512,15.2,27.1,69.1,0.288
1534,2021-22,Cincinnati,33,18,15,0.545,68.6,101.2,96.1,0.47,0.499,13.1,29.9,70.8,0.296,0.451,0.494,15.7,29.2,70.1,0.341
1535,2020-21,Cincinnati,23,12,11,0.522,71.3,96.7,101.2,0.484,0.512,17.8,29.1,74.7,0.33,0.496,0.541,16.6,25.3,70.9,0.378
1536,2019-20,Cincinnati,30,20,10,0.667,68.9,102.2,94.3,0.503,0.536,17.5,32.0,71.2,0.396,0.457,0.495,17.1,28.8,68.0,0.292
1537,2023-24,Chicago State,32,13,19,0.406,67.6,102.4,103.9,0.48,0.52,16.5,34.2,65.4,0.372,0.518,0.544,18.2,34.6,65.8,0.336
1538,2022-23,Chicago State,31,11,20,0.355,66.8,104.8,108.9,0.505,0.539,17.3,34.2,68.4,0.316,0.521,0.55,14.8,31.6,65.8,0.326
1539,2021-22,Chicago State,32,7,25,0.219,66.7,93.0,111.4,0.459,0.487,18.8,32.2,65.4,0.294,0.535,0.57,16.3,34.6,67.8,0.384
1540,2020-21,Chicago State,9,0,9,0.0,71.2,77.9,124.5,0.413,0.448,20.1,16.6,62.1,0.254,0.601,0.619,13.9,37.9,83.4,0.328
1541,2019-20,Chicago State,29,4,25,0.138,70.3,87.4,116.4,0.468,0.516,22.9,22.6,68.7,0.409,0.56,0.595,14.6,31.3,77.4,0.402
1542,2023-24,Chattanooga,33,21,12,0.636,68.5,112.9,103.3,0.557,0.586,15.2,28.2,71.6,0.314,0.489,0.514,13.0,28.4,71.8,0.268
1543,2022-23,Chattanooga,35,18,17,0.514,68.9,111.7,104.3,0.55,0.576,14.8,28.0,74.2,0.313,0.494,0.531,13.4,25.8,72.0,0.279
1544,2021-22,Chattanooga,35,27,8,0.771,66.0,111.6,96.9,0.531,0.56,14.2,32.7,73.8,0.266,0.482,0.509,16.2,26.2,67.3,0.264
1545,2020-21,Chattanooga,26,18,8,0.692,68.6,104.8,100.0,0.51,0.547,14.3,23.9,75.5,0.282,0.515,0.537,17.0,24.5,76.1,0.232
1546,2019-20,Chattanooga,33,20,13,0.606,68.2,106.6,100.0,0.529,0.556,15.4,26.8,76.4,0.289,0.504,0.53,15.5,23.6,73.2,0.268
1547,2023-24,Charlotte,31,19,12,0.613,63.1,108.1,103.2,0.513,0.552,13.5,26.7,71.0,0.348,0.484,0.517,13.7,29.0,73.3,0.309
1548,2022-23,Charlotte,36,22,14,0.611,61.5,107.0,100.0,0.551,0.576,15.4,22.3,75.6,0.249,0.502,0.529,15.9,24.4,77.7,0.24
1549,2021-22,Charlotte,31,17,14,0.548,66.7,105.1,106.9,0.529,0.564,15.6,22.6,74.5,0.28,0.526,0.558,15.0,25.5,77.4,0.265
1550,2020-21,Charlotte,25,9,16,0.36,64.6,95.9,100.8,0.489,0.532,18.3,22.2,75.6,0.384,0.512,0.541,16.8,24.4,77.8,0.235
1551,2019-20,Charlotte,29,16,13,0.552,66.6,98.2,95.9,0.516,0.55,18.7,21.4,76.6,0.38,0.504,0.529,18.3,23.4,78.6,0.276
1552,2023-24,Charleston Southern,30,10,20,0.333,68.3,99.0,107.9,0.474,0.512,15.6,27.9,71.4,0.307,0.499,0.533,12.1,28.6,72.1,0.328
1553,2022-23,Charleston Southern,31,10,21,0.323,67.1,107.7,110.3,0.511,0.539,14.9,32.6,70.6,0.269,0.532,0.565,14.6,29.4,67.4,0.354
1554,2021-22,Charleston Southern,31,6,25,0.194,71.3,95.6,106.1,0.478,0.507,17.8,27.6,74.8,0.304,0.53,0.561,15.6,25.2,72.4,0.297
1555,2020-21,Charleston Southern,21,3,18,0.143,70.2,92.7,104.5,0.474,0.509,20.4,28.2,69.5,0.302,0.507,0.533,16.0,30.5,71.8,0.339
1556,2019-20,Charleston Southern,32,14,18,0.438,68.6,99.2,103.8,0.496,0.528,16.2,22.8,71.1,0.262,0.522,0.548,16.7,28.9,77.2,0.292
